0.002,0.018,0.018,0.034
0.015,0.060,0.080,0.110
0.030,0.112,0.138,0.167
0.045,0.150,0.180,0.205
0.065,0.180,0.212,0.232
0.077,0.205,0.235,0.249
0.092,0.225,0.250,0.260
0.108,0.235,0.262,0.269
0.120,0.248,0.270,0.276
0.130,0.255,0.277,0.282
0.140,0.265,0.283,0.285
0.150,0.270,0.285,0.288
0.158,0.275,0.289,0.290
0.164,0.280,0.291,0.292
0.170,0.283,0.293,0.294
0.175,0.285,0.295,0.296
0.180,0.288,0.297,0.298
0.185,0.290,0.298,0.299
0.190,0.292,0.299,0.300
0.195,0.293,0.299,0.300
